Cheval;Âge;Sexe;Race;Courses;Victoires;Places;"Allocation tot.";"Prime Prop.";"Alloc. + Prime Prop.";"Gain moyen";Valeur
"SMART EAGLE              ";3;H;"PUR SANG";7;0;3;3040,00;1641,00;4681,00;434,29;245
"TASHA                    ";3;F;"PUR SANG";9;0;3;3025,00;1120,00;4145,00;336,11;185
"FIRE GARI                ";6;M;"PUR SANG";4;0;3;3025,00;511,00;3536,00;756,25;250
"ANYTHING ELSE            ";4;F;"PUR SANG";1;1;0;3000,00;0,00;3000,00;3000,00;270
"MINA CHOPE               ";6;F;"PUR SANG";3;1;0;3000,00;945,00;3945,00;1000,00;545
"ROSE GOLD                ";3;F;"PUR SANG";5;0;2;3000,00;1620,00;4620,00;600,00;320
"GLEAM                    ";6;H;"PUR SANG";5;0;1;3000,00;945,00;3945,00;600,00;270
"BEST SPIRIT              ";5;H;"PUR SANG";6;0;2;3000,00;1214,00;4214,00;500,00;255
"LADY LIUWA               ";4;F;"PUR SANG";1;0;1;3000,00;0,00;3000,00;3000,00;
"SHALLGOUDA AGAIN         ";4;F;"PUR SANG";2;0;1;3000,00;0,00;3000,00;1500,00;340
"ATHENA STAR              ";5;F;"PUR SANG";5;0;1;3000,00;0,00;3000,00;600,00;210
"PUNDARA                  ";3;F;"PUR SANG";5;0;2;3000,00;0,00;3000,00;600,00;290
"GALILODGE                ";2;M;"PUR SANG";1;0;1;3000,00;1890,00;4890,00;3000,00;
"TEAZZURA                 ";3;F;"PUR SANG";7;0;4;3000,00;1620,00;4620,00;428,57;505
"DEMETER                  ";4;F;"PUR SANG";2;0;1;3000,00;0,00;3000,00;1500,00;345
"EMOTIVE                  ";3;F;"PUR SANG";6;0;1;3000,00;1620,00;4620,00;500,00;235
"PRINCE CHARMING          ";3;H;"PUR SANG";3;0;2;3000,00;1620,00;4620,00;1000,00;290
"ARCHIMEDE                ";3;H;"PUR SANG";3;0;2;3000,00;1620,00;4620,00;1000,00;315
"IRIS JAMES               ";3;F;"PUR SANG";3;0;2;3000,00;1620,00;4620,00;1000,00;
"HELLO IS YOU             ";5;H;"PUR SANG";6;0;1;3000,00;1215,00;4215,00;500,00;200
"SUN BEAR                 ";4;F;"PUR SANG";2;0;1;3000,00;0,00;3000,00;1500,00;360
"TAN TAMASHA              ";3;F;"PUR SANG";3;0;2;3000,00;0,00;3000,00;1000,00;320
"MONTASIA                 ";2;F;"PUR SANG";3;0;1;3000,00;1890,00;4890,00;1000,00;305
"MONZALVOS                ";7;H;"PUR SANG";7;0;2;3000,00;0,00;3000,00;428,57;300
"SKADE                    ";3;F;"PUR SANG";3;0;2;3000,00;1620,00;4620,00;1000,00;280
"METAL DREAMS             ";3;H;"PUR SANG";4;0;2;3000,00;1188,00;4188,00;750,00;270
"EDINSON                  ";5;H;"PUR SANG";1;0;1;3000,00;1215,00;4215,00;3000,00;345
"MISTER VANCOUVER         ";5;M;"PUR SANG";2;0;1;3000,00;1215,00;4215,00;1500,00;260
"IT SPLITS THE BISE       ";3;F;"PUR SANG";5;0;1;3000,00;1620,00;4620,00;600,00;270
"PLEASE LOVE ME           ";9;F;"PUR SANG";7;0;4;3000,00;944,00;3944,00;428,57;430
"GOLDEN DOC               ";5;H;"PUR SANG";2;0;1;3000,00;1215,00;4215,00;1500,00;295
"ZILLIONE SUN             ";6;F;"PUR SANG";6;0;2;3000,00;944,00;3944,00;500,00;365
"MILLIE LILY              ";5;F;"PUR SANG";9;0;2;3000,00;1214,00;4214,00;333,33;220
"BEL TI BOUG              ";2;H;"PUR SANG";3;0;3;3000,00;1890,00;4890,00;1000,00;
"GULAAN                   ";3;H;"PUR SANG";6;0;1;3000,00;1620,00;4620,00;500,00;290
"INAUGURAL                ";4;M;"PUR SANG";1;0;1;3000,00;0,00;3000,00;3000,00;370
"NICO                     ";3;M;"PUR SANG";2;0;1;3000,00;0,00;3000,00;1500,00;285
"STAR OF SAINTS           ";3;F;"PUR SANG";5;0;2;2950,00;1593,00;4543,00;590,00;295
"LEDNIKOV                 ";3;M;"PUR SANG";2;0;2;2950,00;0,00;2950,00;1475,00;
"BEST EVENING             ";4;F;"PUR SANG";5;0;2;2950,00;1194,00;4144,00;590,00;245
"PLANETARIUM              ";3;H;"PUR SANG";4;0;2;2925,00;810,00;3735,00;731,25;315
"JAAQOOS                  ";2;M;"PUR SANG";5;0;3;2910,00;1832,00;4742,00;582,00;295
"SIWAY                    ";4;F;"PUR SANG";7;0;2;2900,00;1174,00;4074,00;414,29;260
"SERMANDAKFI              ";5;F;"PUR SANG";7;0;2;2900,00;1174,00;4074,00;414,29;275
"COTUBANAMA               ";5;F;"PUR SANG";6;0;3;2900,00;0,00;2900,00;483,33;290
"AIRFIELD BEAUTY          ";7;F;"PUR SANG";3;0;2;2900,00;0,00;2900,00;966,67;290
"NOVERCROSS               ";5;H;"PUR SANG";14;0;2;2900,00;1174,00;4074,00;207,14;150
"IS SUR TILLE             ";9;H;"PUR SANG";6;0;3;2900,00;912,00;3812,00;483,33;190
"NEOQUEEN                 ";3;F;"PUR SANG";4;0;2;2900,00;540,00;3440,00;725,00;250
"MON DOUDOU               ";3;H;"PUR SANG";4;0;2;2900,00;1026,00;3926,00;725,00;570
"AVERSION THERAPY         ";3;H;"PUR SANG";4;0;2;2900,00;0,00;2900,00;725,00;320
"FABULISTE                ";3;F;"PUR SANG";2;0;2;2875,00;1552,00;4427,00;1437,50;
"ZARYA                    ";4;F;"PUR SANG";5;0;2;2875,00;0,00;2875,00;575,00;250
"WONDER HOPE              ";3;F;"PUR SANG";6;0;2;2860,00;1544,00;4404,00;476,67;300
"MANX                     ";5;H;"PUR SANG";6;0;3;2860,00;0,00;2860,00;476,67;290
"PALLATIUM                ";3;H;"PUR SANG";1;0;1;2850,00;1539,00;4389,00;2850,00;
"APROXIMATELY             ";4;H;"PUR SANG";3;0;1;2850,00;1154,00;4004,00;950,00;310
"LITTLE PENNY             ";3;F;"PUR SANG";4;0;2;2850,00;1026,00;3876,00;712,50;275
"SERAPHIEL                ";3;H;"PUR SANG";2;0;1;2850,00;0,00;2850,00;1425,00;
"DAZZLING BEAUTY          ";3;F;"PUR SANG";5;0;1;2850,00;0,00;2850,00;570,00;270
"PRINCE KERALI            ";5;H;"PUR SANG";7;0;2;2850,00;1153,00;4003,00;407,14;255
"TARAMANA                 ";3;F;"PUR SANG";3;0;1;2850,00;1539,00;4389,00;950,00;290
"ROCK OF THE GLADE        ";2;M;"PUR SANG";8;0;1;2850,00;1795,00;4645,00;356,25;300
"MORE NO NEVER            ";4;M;"PUR SANG";2;0;1;2850,00;0,00;2850,00;1425,00;
"FLAMINGO HOLLOW          ";3;M;"PUR SANG";2;0;1;2850,00;0,00;2850,00;1425,00;
"MI BELLA                 ";4;F;"PUR SANG";6;0;3;2850,00;769,00;3619,00;475,00;180
"EL INDIO                 ";6;H;"PUR SANG";4;0;2;2850,00;299,00;3149,00;712,50;285
"NIBLAWI                  ";9;H;"PUR SANG";2;0;1;2850,00;0,00;2850,00;1425,00;540
"JAP CHOPE                ";3;F;"PUR SANG";2;0;1;2850,00;1539,00;4389,00;1425,00;600
"ZAWAT                    ";4;F;"PUR SANG";4;0;1;2850,00;1154,00;4004,00;712,50;270
"VICTORIA BELLA           ";4;F;"PUR SANG";4;0;2;2850,00;1153,00;4003,00;712,50;260
"SIGNATURE SONG           ";3;F;"PUR SANG";1;0;1;2850,00;0,00;2850,00;2850,00;365
"INTERSTELLA              ";3;F;"PUR SANG";1;0;1;2850,00;0,00;2850,00;2850,00;
"AGENT MAC GUY            ";2;H;"PUR SANG";1;0;1;2850,00;1795,00;4645,00;2850,00;
"FANCY BLACK              ";3;H;"PUR SANG";7;0;2;2850,00;0,00;2850,00;407,14;275
"CRUELLA DE VIL           ";3;F;"PUR SANG";3;0;1;2850,00;1539,00;4389,00;950,00;320
"IVISHAK RIVER            ";3;F;"PUR SANG";7;0;1;2850,00;1539,00;4389,00;407,14;240
"MALDIVIA                 ";3;F;"PUR SANG";4;0;1;2850,00;1539,00;4389,00;712,50;285
"VENTURA LIGHTNING        ";4;M;"PUR SANG";4;0;2;2850,00;769,00;3619,00;712,50;340
"SAGAROI                  ";8;H;"PUR SANG";4;0;2;2840,00;894,00;3734,00;710,00;310
"GOGOGO                   ";2;F;"PUR SANG";5;0;2;2825,00;1779,00;4604,00;565,00;295
"SEE THE SUN              ";8;H;"PUR SANG";14;0;3;2825,00;441,00;3266,00;201,79;170
"MADININA LOVE            ";4;F;"PUR SANG";6;0;4;2820,00;1141,00;3961,00;470,00;465
"TATAKITEM                ";2;F;"PUR SANG";6;0;3;2810,00;1770,00;4580,00;468,33;300
"ASPHODELE MIA            ";3;F;"PUR SANG";5;0;3;2810,00;1516,00;4326,00;562,00;330
"QATAR GOLD               ";6;H;"PUR SANG";3;0;1;2800,00;882,00;3682,00;933,33;250
"DANSE A RIO              ";7;H;"PUR SANG";2;0;1;2800,00;882,00;3682,00;1400,00;205
"PONNTOS                  ";3;M;"PUR SANG";2;0;1;2800,00;0,00;2800,00;1400,00;410
"GRISDELUX                ";4;M;"PUR SANG";14;0;2;2800,00;1133,00;3933,00;200,00;190
"INSIDE BELLO             ";4;H;"PUR SANG";1;0;1;2800,00;0,00;2800,00;2800,00;
"EVERQUEEN                ";2;F;"PUR SANG";5;0;2;2800,00;1134,00;3934,00;560,00;295
"SARENDAM                 ";7;H;"PUR SANG";10;0;2;2800,00;881,00;3681,00;280,00;280
"ECATERINA                ";4;F;"PUR SANG";8;0;2;2800,00;1133,00;3933,00;350,00;210
"CHEF D'ORCHESTRE         ";4;H;"PUR SANG";9;0;1;2800,00;1134,00;3934,00;311,11;255
"HIDDEN BREEZE            ";3;F;"PUR SANG";3;0;1;2800,00;0,00;2800,00;933,33;360
"EMILIANO ZAPATA          ";5;M;"PUR SANG";3;0;2;2800,00;0,00;2800,00;933,33;390
"GOLDPARK                 ";5;H;"PUR SANG";1;0;1;2800,00;1134,00;3934,00;2800,00;230
"MILLION DREAMS           ";5;F;"PUR SANG";2;0;1;2800,00;1134,00;3934,00;1400,00;210
"ADAMANTIUM               ";4;H;"PUR SANG";2;0;1;2800,00;1134,00;3934,00;1400,00;
"SMART ROMANCE            ";7;F;"PUR SANG";5;0;3;2800,00;881,00;3681,00;560,00;555
"BIG RIVER                ";3;M;"PUR SANG";3;0;2;2800,00;1512,00;4312,00;933,33;335
"HESPEROS                 ";3;H;"PUR SANG";8;0;2;2800,00;1512,00;4312,00;350,00;235
"FOREVER D'ANS            ";3;H;"PUR SANG";10;0;2;2800,00;972,00;3772,00;280,00;270
"RENOUNCE                 ";10;H;"PUR SANG";6;0;1;2800,00;882,00;3682,00;466,67;190
"ZIMBALDINO               ";5;H;"PUR SANG";9;0;2;2800,00;1134,00;3934,00;311,11;195
"GALIYOUNA                ";4;F;"PUR SANG";5;0;1;2800,00;1134,00;3934,00;560,00;310
"HAGWAAT                  ";4;F;"PUR SANG";5;0;2;2800,00;1133,00;3933,00;560,00;315
"AUBEVOYE                 ";6;M;"PUR SANG";3;0;1;2800,00;882,00;3682,00;933,33;440
"PRO AM                   ";6;H;"PUR SANG";13;0;3;2800,00;880,00;3680,00;215,38;190
"NESKA POLITA             ";3;F;"PUR SANG";4;0;3;2790,00;0,00;2790,00;697,50;320
"LADYSANE                 ";4;F;"PUR SANG";7;0;2;2787,00;648,00;3435,00;398,14;560
"FOLLOW THE SUN           ";3;M;"PUR SANG";3;0;2;2775,00;0,00;2775,00;925,00;285
"AURA BLUE                ";3;F;"PUR SANG";1;0;1;2750,00;0,00;2750,00;2750,00;415
"LUISA CASATI             ";3;F;"PUR SANG";1;0;1;2750,00;0,00;2750,00;2750,00;410
"TIGER TOUCH              ";4;H;"PUR SANG";3;0;2;2750,00;0,00;2750,00;916,67;335
"WHAT IF                  ";5;F;"PUR SANG";5;0;2;2750,00;384,00;3134,00;550,00;210
"UPA LOLA                 ";3;F;"PUR SANG";1;0;1;2750,00;0,00;2750,00;2750,00;430
"HENRY CAT                ";7;H;"PUR SANG";6;0;3;2750,00;567,00;3317,00;458,33;190
"VENTURA DIAMOND          ";3;F;"PUR SANG";1;0;1;2750,00;0,00;2750,00;2750,00;455
"PULP                     ";3;H;"PUR SANG";6;0;3;2750,00;459,00;3209,00;458,33;230
"LIBAN                    ";3;M;"PUR SANG";1;0;1;2750,00;0,00;2750,00;2750,00;420
"ON Y VA                  ";4;M;"PUR SANG";5;0;3;2740,00;0,00;2740,00;548,00;295
"TALIOUINA                ";3;F;"PUR SANG";12;0;3;2725,00;607,00;3332,00;227,08;205
"MAGICAL MOMENT           ";4;F;"PUR SANG";3;0;2;2725,00;1103,00;3828,00;908,33;300
"MORNING CLAIRE           ";4;F;"PUR SANG";3;0;2;2725,00;1103,00;3828,00;908,33;280
"PEDRO WHIP               ";2;M;"PUR SANG";2;0;1;2720,00;1713,00;4433,00;1360,00;
"FECAMP                   ";2;H;"PUR SANG";2;0;1;2720,00;1713,00;4433,00;1360,00;
"ZARIYA                   ";2;F;"PUR SANG";1;0;1;2720,00;1713,00;4433,00;2720,00;
"ACREGATE                 ";2;H;"PUR SANG";3;0;2;2710,00;0,00;2710,00;903,33;310
"BULLISH BALL             ";2;M;"PUR SANG";1;0;1;2700,00;0,00;2700,00;2700,00;
"ASTSELLA                 ";2;F;"PUR SANG";2;0;1;2700,00;1701,00;4401,00;1350,00;
"QUEEN OF SILCA           ";4;F;"PUR SANG";4;0;1;2700,00;0,00;2700,00;675,00;340
"MARGESSON                ";2;H;"PUR SANG";3;0;1;2700,00;1701,00;4401,00;900,00;355
"LISANA                   ";2;F;"PUR SANG";3;0;1;2700,00;1701,00;4401,00;900,00;330
"DIZZY                    ";2;F;"PUR SANG";1;0;1;2700,00;1701,00;4401,00;2700,00;
"CALIA CHOPE              ";2;F;"PUR SANG";3;0;1;2700,00;1701,00;4401,00;900,00;315
"GIACOSA CAVALLA          ";2;F;"PUR SANG";3;0;1;2700,00;1701,00;4401,00;900,00;325
"MIGHTY FINE              ";3;F;"PUR SANG";6;0;1;2700,00;1458,00;4158,00;450,00;275
"SATONO ELPIS             ";4;F;"PUR SANG";1;0;1;2700,00;1093,00;3793,00;2700,00;300
"WALDSHERIFF              ";3;H;"PUR SANG";4;0;1;2700,00;0,00;2700,00;675,00;320
"TINDEA                   ";6;F;"PUR SANG";5;0;3;2700,00;850,00;3550,00;540,00;410
"IRINEKA                  ";4;F;"PUR SANG";2;0;1;2700,00;1093,00;3793,00;1350,00;285
"GARINA                   ";2;F;"PUR SANG";2;0;1;2700,00;1701,00;4401,00;1350,00;
"YES FOR EVER             ";2;F;"PUR SANG";1;0;1;2700,00;1701,00;4401,00;2700,00;
"CRYPTO                   ";2;F;"PUR SANG";1;0;1;2700,00;1701,00;4401,00;2700,00;
"GOT TOUCH                ";4;F;"PUR SANG";9;0;2;2700,00;1093,00;3793,00;300,00;270
"TROP PRETE               ";2;F;"PUR SANG";1;0;1;2700,00;1701,00;4401,00;2700,00;
"CHARLY                   ";7;H;"PUR SANG";7;0;1;2700,00;850,00;3550,00;385,71;220
"VEXED                    ";5;H;"PUR SANG";2;0;1;2700,00;0,00;2700,00;1350,00;
"FORCE DE L'AUBE          ";2;F;"PUR SANG";1;0;1;2700,00;1701,00;4401,00;2700,00;
"FLORA CAMEO              ";4;F;"PUR SANG";5;0;2;2700,00;1093,00;3793,00;540,00;235
"SALSA QUEEN              ";4;F;"PUR SANG";6;0;1;2700,00;1093,00;3793,00;450,00;290
"BLACK NIGHT              ";8;H;"PUR SANG";7;0;1;2700,00;850,00;3550,00;385,71;230
"TIGER BASH               ";2;H;"PUR SANG";4;0;1;2700,00;1701,00;4401,00;675,00;370
"JOJOGO                   ";3;F;"PUR SANG";2;0;1;2700,00;1458,00;4158,00;1350,00;
"TCHORO                   ";2;M;"PUR SANG";1;0;1;2700,00;1701,00;4401,00;2700,00;
"PATRIOTISTA              ";2;F;"PUR SANG";1;0;1;2700,00;1701,00;4401,00;2700,00;
"ALBAMIA                  ";2;F;"PUR SANG";3;0;1;2700,00;1701,00;4401,00;900,00;340
"SUNSET APPROACH          ";2;F;"PUR SANG";1;0;1;2700,00;1701,00;4401,00;2700,00;
"GOLD AND CASH            ";2;M;"PUR SANG";1;0;1;2700,00;0,00;2700,00;2700,00;
"SMALL FIRES              ";3;H;"PUR SANG";3;0;1;2700,00;1458,00;4158,00;900,00;300
"BRIGHT STAR              ";3;F;"PUR SANG";3;0;1;2700,00;1458,00;4158,00;900,00;320
"LA MARINIERE             ";5;F;"PUR SANG";2;0;1;2700,00;1093,00;3793,00;1350,00;370
"NATIONAL DANCE           ";2;F;"PUR SANG";1;0;1;2700,00;0,00;2700,00;2700,00;
"NUMERAIRE                ";2;F;"PUR SANG";3;0;1;2700,00;0,00;2700,00;900,00;320
"I GOTTA A FEELING        ";2;F;"PUR SANG";2;0;2;2700,00;1700,00;4400,00;1350,00;
"CRAZYVORES               ";2;F;"PUR SANG";1;0;1;2700,00;1701,00;4401,00;2700,00;
"ESSAI TRANSFORME         ";3;H;"PUR SANG";2;0;1;2700,00;1458,00;4158,00;1350,00;360
"ELEVEN O TWO             ";5;F;"PUR SANG";10;0;3;2700,00;1093,00;3793,00;270,00;205
"TRANCE                   ";2;F;"PUR SANG";4;0;2;2700,00;0,00;2700,00;675,00;315
"A SHEER BEAUTY           ";3;F;"PUR SANG";1;0;1;2700,00;0,00;2700,00;2700,00;
"KAKAROTTO                ";2;H;"PUR SANG";1;0;1;2700,00;0,00;2700,00;2700,00;
"SPACE KID                ";3;H;"PUR SANG";2;0;1;2700,00;0,00;2700,00;1350,00;
"SHALLOW                  ";2;M;"PUR SANG";1;0;1;2700,00;1701,00;4401,00;2700,00;
"AFROJACK                 ";2;M;"PUR SANG";3;0;2;2700,00;1701,00;4401,00;900,00;290
"JOVIALE BERE             ";2;F;"PUR SANG";1;0;1;2700,00;1701,00;4401,00;2700,00;
"INCOGNITO FLEURY         ";3;H;"PUR SANG";4;0;3;2700,00;1458,00;4158,00;675,00;300
"ZEPISS RISK              ";5;F;"PUR SANG";7;0;4;2700,00;1093,00;3793,00;385,71;380
"KALGANOV                 ";2;M;"PUR SANG";1;0;1;2700,00;1701,00;4401,00;2700,00;
"FORCHESTER               ";2;M;"PUR SANG";1;0;1;2700,00;1701,00;4401,00;2700,00;
"QUEEN'S HARLEQUIN        ";2;F;"PUR SANG";4;0;1;2700,00;1701,00;4401,00;675,00;310
"WOOZHYNA                 ";2;F;"PUR SANG";2;0;2;2700,00;1700,00;4400,00;1350,00;
"ARCTIC GIRL              ";4;F;"PUR SANG";4;0;1;2700,00;0,00;2700,00;675,00;310
"FAR ROCKAWAY             ";4;F;"PUR SANG";1;0;1;2700,00;0,00;2700,00;2700,00;370
"WOODSTONE                ";2;M;"PUR SANG";1;0;1;2700,00;0,00;2700,00;2700,00;
"PANTHANIEL               ";2;M;"PUR SANG";1;0;1;2700,00;0,00;2700,00;2700,00;
"HABSHAN                  ";2;M;"PUR SANG";1;0;1;2700,00;0,00;2700,00;2700,00;
"LORY                     ";2;F;"PUR SANG";2;0;1;2700,00;0,00;2700,00;1350,00;
"STAR OF CECCA            ";2;M;"PUR SANG";2;0;1;2700,00;0,00;2700,00;1350,00;
"TRES ROCK WOMEN          ";2;F;"PUR SANG";1;0;1;2700,00;1701,00;4401,00;2700,00;
"CYTHERE                  ";3;F;"PUR SANG";1;0;1;2700,00;0,00;2700,00;2700,00;385
"GUADAIZA                 ";2;F;"PUR SANG";3;0;1;2700,00;1701,00;4401,00;900,00;300
"FREE CHAKARTE            ";2;F;"PUR SANG";2;0;1;2700,00;1701,00;4401,00;1350,00;
"HABIBI                   ";3;H;"PUR SANG";1;0;1;2700,00;1458,00;4158,00;2700,00;330
"HAYRTONE                 ";4;H;"PUR SANG";6;0;3;2675,00;0,00;2675,00;445,83;180
"VALENTINE MIST           ";9;F;"PUR SANG";7;0;3;2675,00;0,00;2675,00;382,14;175
"DANISH GIRL              ";3;F;"PUR SANG";2;0;2;2675,00;0,00;2675,00;1337,50;
"SARON                    ";4;M;"PUR SANG";3;0;2;2650,00;303,00;2953,00;883,33;295
"SHARMARA                 ";4;F;"PUR SANG";8;0;3;2650,00;911,00;3561,00;331,25;190
"MUTTRAH FORT             ";7;H;"PUR SANG";5;0;1;2640,00;831,00;3471,00;528,00;350
"KING SIYOUNI             ";4;H;"PUR SANG";6;0;2;2640,00;1068,00;3708,00;440,00;265
"TROILUS                  ";4;H;"PUR SANG";2;0;2;2640,00;1069,00;3709,00;1320,00;380
"ETOILE DU PILORI         ";4;F;"PUR SANG";4;0;2;2625,00;0,00;2625,00;656,25;180
"SANTA PALOMA             ";8;F;"PUR SANG";10;0;4;2625,00;299,00;2924,00;262,50;150
"GALLARDISE               ";3;F;"PUR SANG";9;0;2;2600,00;1404,00;4004,00;288,89;225
"BEAUPREAU                ";9;M;"PUR SANG";5;0;1;2600,00;819,00;3419,00;520,00;235
"MAGIC SENORA             ";5;H;"PUR SANG";4;0;2;2600,00;1053,00;3653,00;650,00;175
"ELHO FAME                ";5;F;"PUR SANG";5;0;2;2600,00;1052,00;3652,00;520,00;280
"BEST BOWL                ";5;H;"PUR SANG";2;0;1;2600,00;1053,00;3653,00;1300,00;570
"RAJANI                   ";4;H;"PUR SANG";3;0;1;2600,00;1053,00;3653,00;866,67;460
"MAMBOSUN                 ";4;H;"PUR SANG";3;0;1;2600,00;1053,00;3653,00;866,67;605
"CLEO D'ARGENT            ";3;H;"PUR SANG";7;0;2;2600,00;1404,00;4004,00;371,43;265
"SOURIRETE                ";3;M;"PUR SANG";4;0;2;2600,00;1404,00;4004,00;650,00;270
"MILLENIAL                ";3;F;"PUR SANG";6;0;2;2600,00;1404,00;4004,00;433,33;285
"SUNSEAT                  ";4;H;"PUR SANG";3;0;1;2600,00;1053,00;3653,00;866,67;335
"SECOND TO NONE           ";3;M;"PUR SANG";4;0;2;2590,00;0,00;2590,00;647,50;340
"FANTABULOUS              ";2;H;"PUR SANG";5;0;2;2562,00;1614,00;4176,00;512,40;345
"SERMINA                  ";3;F;"PUR SANG";3;0;2;2550,00;1377,00;3927,00;850,00;330
"SUDFAA                   ";6;F;"PUR SANG";4;0;2;2550,00;803,00;3353,00;637,50;310
"HAPPY CHRISNAT           ";4;H;"PUR SANG";4;0;1;2550,00;1032,00;3582,00;637,50;340
"MY LADY AEL              ";2;F;"PUR SANG";3;0;2;2550,00;1606,00;4156,00;850,00;300
"AQUILA DI VENEZIA        ";3;H;"PUR SANG";3;0;2;2550,00;1377,00;3927,00;850,00;335
"SIMANO                   ";8;H;"PUR SANG";9;0;1;2550,00;803,00;3353,00;283,33;280
"NEVERENDING STORY        ";4;F;"PUR SANG";2;0;1;2550,00;1032,00;3582,00;1275,00;230
"KINGS OF LEON            ";3;M;"PUR SANG";3;0;3;2550,00;1376,00;3926,00;850,00;425
"XARUN                    ";4;H;"PUR SANG";3;0;2;2550,00;425,00;2975,00;850,00;250
"DEVILLA                  ";4;F;"PUR SANG";3;0;2;2550,00;1032,00;3582,00;850,00;250
"MAKAT POKER              ";7;F;"PUR SANG";10;0;3;2550,00;802,00;3352,00;255,00;155
"DREAM SONG               ";4;F;"PUR SANG";2;0;2;2550,00;0,00;2550,00;1275,00;
"STRIKING                 ";3;H;"PUR SANG";2;0;2;2550,00;0,00;2550,00;1275,00;
"ANGEL PARK               ";3;F;"PUR SANG";3;0;1;2550,00;1377,00;3927,00;850,00;315
"CALADIYNA                ";6;F;"PUR SANG";6;0;2;2550,00;204,00;2754,00;425,00;170
"DHANGADHI                ";9;F;"PUR SANG";3;0;1;2550,00;803,00;3353,00;850,00;225
"WINVALCHOPE              ";3;F;"PUR SANG";1;0;1;2550,00;1377,00;3927,00;2550,00;350
"PERLE NONANTAISE         ";8;F;"PUR SANG";5;0;2;2550,00;803,00;3353,00;510,00;175
"BILWAUKEE                ";6;H;"PUR SANG";5;0;1;2550,00;803,00;3353,00;510,00;230
"FIRE AT MIDNIGHT         ";5;H;"PUR SANG";6;0;1;2550,00;1032,00;3582,00;425,00;195
"O GRE DES SAISONS        ";3;H;"PUR SANG";4;0;2;2550,00;1377,00;3927,00;637,50;300
"GOUACHE                  ";2;F;"PUR SANG";3;0;1;2500,00;1575,00;4075,00;833,33;320
"ALLEZ BURROWS            ";3;F;"PUR SANG";4;0;2;2500,00;1350,00;3850,00;625,00;335
"AKAI                     ";3;F;"PUR SANG";3;0;2;2500,00;0,00;2500,00;833,33;305
"ARTOUILLE                ";3;H;"PUR SANG";3;0;1;2500,00;1350,00;3850,00;833,33;310
"LORNE                    ";2;F;"PUR SANG";2;0;1;2500,00;0,00;2500,00;1250,00;
"LOST CONTROL             ";3;H;"PUR SANG";3;0;2;2500,00;1350,00;3850,00;833,33;290
"BAVARIA IRON             ";2;M;"PUR SANG";4;0;1;2500,00;1575,00;4075,00;625,00;310
"HEART DREAM              ";2;M;"PUR SANG";2;0;1;2500,00;1575,00;4075,00;1250,00;
"PIC STREET               ";3;F;"PUR SANG";6;0;2;2500,00;1350,00;3850,00;416,67;230
"ITALIA                   ";3;F;"PUR SANG";4;0;1;2500,00;1350,00;3850,00;625,00;295
"JACK'S SON               ";6;H;"PUR SANG";4;0;2;2500,00;787,00;3287,00;625,00;245
"MISTRAL LOVE             ";2;M;"PUR SANG";3;0;3;2480,00;1562,00;4042,00;826,67;
"LA FILLE DE BERLIN       ";4;F;"PUR SANG";8;0;3;2475,00;870,00;3345,00;309,38;190
"TIMSAR                   ";3;M;"PUR SANG";4;0;3;2460,00;1327,00;3787,00;615,00;345
"OMANAIS                  ";2;H;"PUR SANG";2;0;2;2460,00;1549,00;4009,00;1230,00;
"INATTENDU                ";5;H;"PUR SANG";7;0;2;2450,00;991,00;3441,00;350,00;330
"KROKMOU                  ";4;H;"PUR SANG";2;0;2;2450,00;991,00;3441,00;1225,00;
"CHOPE LA GAGNE           ";2;F;"PUR SANG";6;0;2;2450,00;1543,00;3993,00;408,33;280
"INTEGRALE                ";3;F;"PUR SANG";3;0;2;2450,00;1323,00;3773,00;816,67;320
"MARTINA FRANCA           ";2;F;"PUR SANG";4;0;3;2425,00;1527,00;3952,00;606,25;315
"FLYING DOWN TO RIO       ";3;F;"PUR SANG";3;0;2;2420,00;0,00;2420,00;806,67;350
"MAZAL TOV                ";2;F;"PUR SANG";3;0;1;2400,00;0,00;2400,00;800,00;315
"YE GUD THING             ";2;F;"PUR SANG";1;0;1;2400,00;0,00;2400,00;2400,00;
"ENTROPIA                 ";3;F;"PUR SANG";4;0;1;2400,00;0,00;2400,00;600,00;305
"TAKAMAKA BAY             ";3;F;"PUR SANG";2;0;1;2400,00;1296,00;3696,00;1200,00;
"ATHOUSANDKISSES          ";3;M;"PUR SANG";3;0;1;2400,00;1296,00;3696,00;800,00;325
"IZGOR DE VIETTE          ";3;H;"PUR SANG";2;0;1;2400,00;1296,00;3696,00;1200,00;
"DARTINGLY                ";2;F;"PUR SANG";4;0;1;2400,00;1512,00;3912,00;600,00;320
"IRISH EMPEROR            ";6;H;"PUR SANG";6;0;1;2400,00;756,00;3156,00;400,00;240
"SABATA                   ";9;F;"PUR SANG";5;0;2;2400,00;756,00;3156,00;480,00;370
"GARRY D'AZE              ";5;H;"PUR SANG";1;0;1;2400,00;972,00;3372,00;2400,00;295
"MYKLACHI                 ";5;H;"PUR SANG";11;0;1;2400,00;972,00;3372,00;218,18;210
"HUANG HO                 ";11;H;"PUR SANG";8;0;1;2400,00;756,00;3156,00;300,00;165
"IMPOSEUR DETE            ";3;H;"PUR SANG";3;0;1;2400,00;1296,00;3696,00;800,00;250
"PRINCE CASSY             ";3;H;"PUR SANG";3;0;3;2400,00;513,00;2913,00;800,00;260
